# MT3f exact freeze inclusion manifest (TSV)
# schema_version=mt3f-inclusion-manifest-v1
# snapshot_branch=codex/recovered-demo-bundle
# snapshot_head=501d8a6d7d2db48397b355aab592d6ea359ae277
# snapshot_tracked_modified=4
# snapshot_untracked=328
# snapshot_staged=0
# candidate_count=332
# accepted_candidate_count=39
# excluded_candidate_count=293
# control_file=docs/evidence/MT3F_FREEZE_INCLUSION_MANIFEST.tsv
# approved_path_count_with_control_file=40
# control_file_digest=reported externally because a file cannot embed its own SHA-256
# reviewer_verdict=PASS WITH MECHANICAL CORRECTIONS
# packaging_classification=OUT-OF-SCOPE UNTRACKED WIP
# amendment_sha256=f53bcb7df3a3187b840687e03b0b4d071c21a2936bd72cf46d991a5107591021
scope	path	originating_micro_task	git_status	purpose	public_private_classification	decision	sha256	reason
candidate	graphify-out/cache/ast/v0.9.48-s2/3f026c6cc12e5362ca2817bdce2eb0eacb61f563b754f777309d9aba08f81708.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	6f99fbf9b62fab81db6cbeaa797778805f535c96c1ac565e55904f376f62489e	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/477e0efa4d786c782347ade39c58240607b9865273b3e6538ab67fd3e0d0a9f5.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	9107812d702bdcc372a5f4b01e6d20970773a8be52c846f1b2209b2bf07e393f	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/47e8bb95c944d41ceea212852e9c4e4923e0b6a75aaa8c3ca992292b5b6b8478.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	5ca9d62779ced501906cc389e3f7e45c4e8dc5ec06edc11cc0c9ac6ee159cfc6	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/481276ac60bf9d4bd6c743e4c63eeeefa24326754c2b1332033123b2906708b0.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	3c254ee2d24990732595bbc7ea2671113fc3db1efa25bc1ac444bfe869c28982	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/4949f32fdaf4f72d81ee176ce89996f60c9c17a6702f358c76adbba80ed39ad1.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	797fdf7eee741c2070c302fd45d02e8015f4d246d8f77d9955bcb77627794f7b	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/4e74e36dad2241ad35dd4380e346d0650be60e485c55268751310eef4416264a.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	0374c6aeaa786de6bc3468d35517e362c5d9b1a31a0b3ef74c3cf1a8762061f5	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/4eecbb30bab833b197da9f1b30b9fb36f4df5fae00c7ef573a6b98b2cacfae97.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	e77fd426a934cb6ce3b902e0bc0014c6e09adece781dbbf17802cd850b22539b	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/508e3ca7d07582e01647149515894e1f63dac4823d27b8b82b499c52e6b966e9.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	02a4d7a171668ac4c3e199999ec1c791926a2a28c73a68cf1f692c2b80cbfa1c	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/50a8a55fde49bdf044f39edb627f42c7698e2932a027f6cd638fc2d546c51143.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	6c89e4e683ce684aff162a24f88a22b8a5835b13eeaeb5fa559b4c0841b2ed8e	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/50e6c386d15bbdf1f1c1b5e4a3447bc3c5f1b3bbd186fe63f441f24a6ca992f8.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	02e36b1f41bcf2b1e5cec2b7c5b70ff760f2637555d049c42c15d673cce17ea8	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/51f02188c422dea941e63fa6a7b115b9b91982270123a6611c13463adad57e3e.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	ef070ff6134fbfde655b5e1a63a5903642ba39273d731a785a2e4b229250da3f	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/55eee03c6e701e3cd38041dbefd67e253359874f964ef5a559f184783c7c2cc2.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	efd9770a6a385e64a39a21adbe24d73517487c1ddbe87c91babd472f6207a725	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/5753c04d072f8d741d0b94bb29c1dd84148649a0d5003e96fad9803b6b76da26.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	bc2655aa3d73e57ce6b658a6d4714d506c4347cd6ca400550bc326dd4e92c587	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/5778b16959c6dc2bb138302c3c889c62b15e70afbfdf0e3ccd3bf0cfa7338209.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	9863b41c09ada8e6ec0a1a0046f9f01ac3e3a99487f3205fc5b19d71b6978add	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/57973942fc189eb503844b7df27181f4fb313c1a73d81780eb9a613b152a1cd1.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	41c8f3307eced6734bce83374123f4ff4a1b37b6adec2faa409aa8afdaf2480c	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/58ca0d5a49f943b3eddc8177446638308b916a69c6578f0c65d5e0a6965a399d.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	511b375fab07d5ee4955996f289faf4c763d531a0bab0733ddd0704ea4d2bbea	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/59acdcc865f103dcdd8d2a4adc0a88a76fdbafc357ca379ea4525fd598370d2a.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	2d3d020ab7032ed2e728fc2c641df28b4e2a401912f37b02f319cf68c8326aeb	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/5b010577d4e98d2f9e1b2da858da7a92052cfa1962f9a5841f97a02e85fd61d4.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	548b0b2ecbb8810196e528102fd9ca136a54ac28f08ce87516f2e79ed4ab425a	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/5c7d175c2dfbec2db0e42de35a510529c4c3b57dd279908ed9f867212a464e3e.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	e8ec4f3dfe4c1e73404717f37e1c724d4a980d223b376a5fe5887b6519b55faf	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/5cb1abc8cfedd2789bd7e42869b16fa3f9c99f378b3a96f6ca5fc9a081becd2b.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	d5f708db58f953fda6119880c6e62418b97bbd13f94f3c35382bcac6165a8133	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/5fef3345071c0817cb1fe0ef610645438423d93f3c8e4a112e01e50589d72b35.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	f6dd9300bb1fa5bf24113a906143258afd3e852e52baee55426ec502cd2b1c55	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/67231bd061a8eac39f58a7c3c40d431bc108e5125a95877e39dab8fbec49ddd7.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	e07a20cbcb302ffd634a386d62ed9ca24f37944af89c457afdc2c2e98ddba370	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/6816f9c669c7ea260ec2da7960bf62738abe4f8d199733d2e45af365cce09b7f.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	364d46a003b6a4f9dbf77c5ad4459f0136156bdcd555c341da3ed11d33aa6c7e	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/681a67f09dfb51225e1d103931335e985c9ac14e758d1bea9ffb70a3f7e67211.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	bb9caaf615c4dc483f10bf1339317d263de96c20090acd289a47ce504448abe4	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/6c85c57b1098d09d9995a0175b8bbf08944c34c6d781739858a5cf285acb982e.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	72184d5f6afb5c71297467d825fb55f5dc2aa7d6929b7f569717b573dac9c0e3	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/6cd65a7b1f1be0fdfc4370f8ac4069ab4cae8ccd16f56410dac2aaa985170185.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	70eb6b038cc5ca1c258a7328c2c81dc0fc4c39da55c4cb10b35b715a0c129152	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/6ce0bfe10e268e07b6f683b09943388be1173d5a1f36c7822d4153b57807597c.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	48860d9c10a182384cbeafd0dc63128ac497cc720fe2ef50e224c977c445c43d	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/6d1a2369781a773927b7f355b9c23e05cc1fae72ce2a99fe26a347b40ddc07af.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	7d75b70aa3899db2ff65b86a8a842c65e98487d9a5952819bc8b1b01f7531dc4	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/6e7a3cf4f7d7f850b1d898993f0c1b122f277994bf64779e0fde098114665f7a.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	e6618a477410a0dd1685d8365baac731806486d4c4aa9871e8c91fdb99ad671a	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/6fd96ca911fb41659f51819544e630800a0b764664d76969449d0c1486e19495.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	6e7980174f3af552473b86e02620abd6b3869741ee312cfbcb5a9425f7159416	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/703b16dfb73674dbbc0ebe163d0b916dc1a54ca2210789d9ad4d88d901895050.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	547b931bf68dfb1a1a01532e82cb45d4c03e2b007b0ceb7deab5653c64051dcc	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/72381f754f6556a2ce08dddba6d6eb62fa855616693a7d4c58386e86c78a1c69.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	0b3999ea6b80cc7e933e3795a2127320af9683606af52749595b1e65f30a8447	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/73683bcf27d8d6b3e967e2ba77421d5435df3f64d44fb2a0a6d8968316efa02a.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	29b6a316256c3cf633618b30e315fa59299843b64469a6bf52eaca215dfecd6b	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/74aaaa8bc0bd12d4b25284ba95750d43beeeefd334f5c641264ed16e49172d90.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	2c5dbd2bf6689cd5df5a1b01ee6a90035608d8c6dc531fd16d17cae5024d581e	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/7509b56716dbee2894dc5c177b8a061909b4d1f60a8d6c69063718fab7ea3fe4.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	001ad393852620049acf4c5f3333af6fd39bef6aaf0c294c91071de137b0ead7	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/763786196a3508fd41c8401042bd825b3ae1b24bad8c3080ea1c8fecfa716845.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	98588be48e87732ff2c225461efa87381588f6701accba98843dda2acfa6005d	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/76d8851c7dc9c2683c5d03f9e644da39b01bcbec5a24f3d65630365aebdc2907.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	923a214b47697ae907c861796d136a4ba45a69330e8677aeba06a97597f73c2b	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/77eab6a48f9b12a3e8265c16768e91f7af04a2c92311014b96080e6e59dcb5de.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	67283d08e033a6c4676a2d0a3ecd7bc92b2fdf2b1fefe3ebed3a6848f2bc2ac5	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/780fa9f0f6de313a301376ad813ba639934d00a0e8643f23d14239bb2f1d8592.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	92df490007963d2194cd350b68ac3aceee4f73387173fc4b8b7d35f155db48d0	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/79e3bed3ec1024afdd6a395fc404612a7812c888109daa42daae16a56df0a40b.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	ec8728e175fbb9ede7266269fadb2e982c7bd4e717f03ed4feeee75aa9c0f440	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/79e5275fbe781bf3cda4a39f4977afb129f70477d23896077e9cad65c67b4337.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	ffd860844d18e76e8e51e9deccb7e2f5396ceac6ec97a6bd83ae83c73b568363	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/7a30b81affc1dfec1fdc4a4d23f8d8cddb9b5e0f38a2055d955bab5efba51a1f.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	b4f56d2ac514878fc5d1772a43b7389776af20430d29f6654dc25b926d8047fb	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/7adb811565973e935a3d1770981357b5f511a2622e0f0b84c128e0c12ae43303.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	891c77963ed85180671532bed10ba41cf5cb97c130e5ad8356fb13fc187bec8f	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/7c57ae975e35051ec3177b24e6b0ac1c57ebe0ab74593af430fa6d9ac2f49912.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	83a5961442285be49557d2182578f54dd0fb6afe54821b79d2cc67aaf88dc2e1	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/852cc0f15c96a836d7a300f29457d458639723b15313872f03f3b8325bb8738e.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	31e105a60a2c6bdd337f97f96b9b5fbe73768b3f53b0ec358455f32d35f4133b	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/8620e78433d513f52db18071ac936dac09f13e9cc7a92df4634e7814fb538fc5.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	0b9fa46fc140c5a1feb9821c158078492987936584c4b519a90d9aa0dcabd5bd	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/87c7212fd0750c1c88e41d58c3e2c986221b9bcdc9f9da8cee1d28b1d6cc66bc.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	dfd657c947c74610ca55deb9de4acecb41445a2f4198f617e28a76b0069bf802	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/8c0ca7d00a9ca90e58e671bf14b3b52ddeab1c844771c5d7435ac875dfbdd403.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	916ce65e164cea933f948dc993e86bdaad626c11edd84067c144c4fa2e0219ec	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/8ca696e5e53f8339159709a348bbc2e1f95a5d11f1a8e9855e96e05df9e927fb.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	3e3a49d5d3dbead3ac4869f40e21ef5ffd5fcdc7eafabe80a80692d6290036b9	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/8d3e75beaae543a355946157fc83632f022f60483ca9faf1a7f679f986b843ed.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	1d565b9fbce876d6141e74f58109d4403442c20cf1eb15c38af84e5145f86ba9	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/8f7e89cbeeb05b77f6d9772a6ee71ccfebbfb9b3049546af9f38f060128ee64d.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	ee8aece8775747118a1c569d8168b74c42125114e572ad4db8f192d51454f71a	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/9096e8318d313ed1d94a4cee9eae42f41a7fc088f0c3c23f0fa78a97f5a542c3.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	afc2e1713b6001ac1408d3eaa159efdd799b6b26c51e216eb1ac02fa3af023b6	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/914796c0b646b646246f14ca04b913b1ffd66b8971354396110dd859a148fb71.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	f69772ade9e86c45b4b16e9afbf9912751e9b412b1e8747d62bd44efd3b64a61	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/93fbe3c99a19fdd6cd43599e57b79c2cf4900ca215da313b1b74565ef47d932a.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	d96f7ebadf265dffc1302b4569bd839aa68dd1eaccda50073fb54834eb0331b9	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/9515b255a7b06ee4ebbbf0886af6da023f903d57c75aca0d710cb94a02a53b52.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	14da65aafbd4ccab604efa47180135206894af478fb08f70b771c252d6678266	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/955add91a765f35274ea0e6d823e5846638283809e6b94b810e663c7fa89bc81.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	9450ac70efe3c5d19616c73022eff4b33e678927ca77a5768bcaa12624a33a7e	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/96bc387366475f2cc21bf9f7bd15f7603d0b31bab94de6f1f226b7ab408c08f9.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	5c991386da503fd0e29d5922d792201982812d0685b8f30e4ee3941d2756ccec	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/97f80f42f4634340afaded618e3efcb316d60d6deae892b873cb3a0db8e474ce.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	f10aed569ac1a1dc58c2db65ec6fdfa34bca0dc5dafe7c252a1a3dd64a33577b	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/98bb66948a884f732b27eaf7a8f207a747329d888f70aafc46782d2af991694e.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	11c90cc39bac78b002e7c8d9894a7283d05d4ff377b92f2154a2c222e9b9c63e	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/98dac7e58460a088ff45dedaeca11db91cb2b131715f1294b20c708161861729.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	330952513c56d84d84dc019399b5633d3d318a62ee6865b8036417a667dd86cc	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/9b538bacc6529e1e1b7969af3c74a31dbd8868c04626a0eab739a2f905d2069c.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	c3825c6ea19f64af1819b3486c3301b14c51194194bd66f133d0e19ee4b7c9d0	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/9cf1c2128522a7cfc71ab4a5971ae2951cf29ecc40f84e882f36f7d1d99ceadb.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	5f83d5048f8ef899b2a843dc2d3e7401dafd56effcfe7424840f23eb4f78ecac	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/9fe9bf3843364ffd1b12ece1f7a35f8545ea0c8f5857211ae47244669c03ee8e.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	f66e129f6cf10547c32153f3e992c3a8138203da28c14d6cb20a2d20b6acc29f	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/a1158a01098379381ed26a840564b5c00f4c3a88198820eca165614825bde800.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	06725c075c38c6afcbfe597915f8321d8de72c06acdc3273ffbd615ea5eb98a3	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/a48200febc2df70e8a536ffbd40fd6548b0b4e2e2e11eafbb0a0fd60e8caa8ed.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	f316754ab9ec23e5c52512cac1f5f760c9f33890b69059a91097efc729029ead	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/a55f052aa7d79d8e3457a6f789e543847ab04a1722b1b1132fd84e0da0f9509a.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	3c5d3d7b3c8230f1629dfb3bf223ed7fa142bc093ae88c093617e1a2959f0db8	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/a5adf75485add3ae4ccf61ccfd0f5e9505708ff66b3a1ebc46a8adc1d403709f.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	4168d0a0d3be18a19c70a6d1f6edad139dcd14c8472cee0406c100443d5171cf	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/a5fb9ea2a9bebbade398ffd32f290ccc47ceebfbd64e0d8bff1419718499c901.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	fc41f3e90f349a204ea9b6ce278f9bb4fd45902cab266a7d8927b21f9645baf7	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/a5ffa2a14d2a2378ccf683e7ecb18c4e4dfad69b8414c7db7261e435b084ae15.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	2498b3bf8e64dd0dd9fa418ed4d5b1edae0999df469cf44b5ce470f90a6b577d	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/a7a77950d998a1157a7c284376c88269a7ddcd3ee455678060d1368eeeadb31f.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	6443ad1eb84cdefa5fde127e328d52de9acce6054323d57e2141909ef309b48b	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/a80fa878ac863d8cfec6ef8e5d5712e47664bcda4dc86e121788b19dc9272168.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	fc9c7aee39f8b5beb085f7f9e6cb5504f90d46d2442d37e0cdb5ec2627cac115	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/a8712824e379ae51ebd7aa156b1af6acdec238e630a9850d900b8a4b7bcf3fa0.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	6dab21eac2447a194a3f43128bfe6e3571f99a20f48ae89c95b267f19142bbb4	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/a88e99684281df99863a0d0ae1de9ea65a59a2d21c736b76232d23bfb3af672e.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	17e385a144b6ce761e8de0ea0a581701ed7193ff6c1bbfb4b79b9bad0e726421	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/a90d65b2103ab1d5052b0ebac0576ed41e8310903b2d94cf2ae29557bcc32885.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	cf3fb8ed3bd70d265e868f6b3b199e7adf85de170622f67376986451cff735e5	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/aa031ae1f3255ee5490dfceb38cc86aa720ec4ad76bcfa9823f14f113bedcf8d.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	3ea4a12f954b708259a434af1a3cd3d28b5020c62f1ef12b5e16b6ac8ffdac0a	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/aa789c32d01bad6c3b91d667a1f456f2358b944eaeeee7e0acd8652f9d2e69db.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	77ad823aafffa696e29ef56b06a1869693dce29bc46b602d35448aa5b4879329	Generated Graphify content is unrelated to the accepted project freeze
